FID;Index;ID;Sampling_s;Dist_city;Dist_road;Dist_water;Dist_wat_1;Dist_wat_2;Dist_humse;HDens_2km;HDens_500m;NDVImean_5;NDVImean_6;NDVImean_2;cattle_num;cattle_fre;effort_day;xcoord;ycoord;PA;survey_are;pa_type;year;Biome;CTmodel;CTnumber;CTcode;CTcode2;trail;trail_type;trail_ty_1;team;team2;team3;veg_field;cattle_fie;Prob_fogo
373;482;497;OCVP30;0,347436;1,253276;3,896908;2,298113;3,079374;1,29086;-0,436975;-0,171954;-0,545504;-0,496102;-0,545347;-0,276328;-0,270365;0,190555;-44,669404;-15,024054;VP;VP;1;2012;Cer;trophycam;B110404563;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,107248999
374;483;498;OCVP31;0,50539;0,724808;2,908643;2,606482;3,431003;1,393413;-0,436975;-0,171954;-0,432819;-0,448183;-0,619589;-0,276328;-0,270365;-2,754659;-44,641806;-15,010318;VP;VP;1;2012;Cer;trophycam;B100826035;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,104216002
375;484;499;OCVP32;0,249681;1,303122;4,077342;2,427825;3,227282;0,991942;-0,436975;-0,171954;-0,153355;-0,42242;-0,451493;-0,276328;-0,270365;-0,168617;-44,669509;-15,03791;VP;VP;1;2012;Cer;trophycam;B120101008;B;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,069455802
376;485;500;OCVP33;0,280035;1,06556;4,305234;2,923478;3,79247;0,829525;-0,436975;-0,171954;-0,325804;-0,463778;-0,484187;-0,276328;-0,270365;-0,168617;-44,656008;-15,037901;VP;VP;1;2012;Cer;trophycam;B120101031;B;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,047583301
377;486;501;OCVP34;0,320124;0,815166;3,270417;3,301854;4,223927;0,728964;-0,436975;-0,171954;-0,545912;-0,43219;-0,467173;-0,276328;-0,270365;-0,240452;-44,641875;-15,037294;VP;VP;1;2012;Cer;trophycam;B110307275;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,169939995
378;487;502;OCVP35;0,230641;0,865734;2,770818;2,587902;3,409816;0,400839;-0,436975;-0,171954;-0,353726;-0,346913;-0,434012;-0,276328;-0,270365;-0,455955;-44,641384;-15,050657;VP;VP;1;2012;Cer;trophycam;B110307292;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,070114598
379;488;503;OCVP36;0,189409;1,117366;3,232746;2,487741;3,295604;0,528237;-0,436975;-0,171954;-0,296948;-0,335616;-0,378997;-0,276328;-0,270365;-0,455955;-44,655695;-15,051125;VP;VP;1;2012;Cer;trophycam;B120101324;B;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,058485098
380;489;504;OCVP37;0,17144;-0,32033;1,55488;1,111955;1,726813;0,879653;-0,436975;-0,171954;-0,262755;-0,361686;-0,121122;-0,276328;-0,270365;-0,455955;-44,572155;-15,050887;VP;VP;1;2012;Cer;trophycam;B120102149;B;A;0;N;N;GBF;GBF;GBF;Cer RALO;NCF;0,498295993
381;490;505;OCVP38;0,225469;-0,084715;1,912219;1,587695;2,269293;0,657047;-0,436975;-0,171954;-0,230939;-0,093968;-0,098237;-0,276328;-0,270365;-0,455955;-44,585783;-15,051007;VP;VP;1;2012;Cer;trophycam;B120100171;B;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,095238797
382;491;506;OCVP39;0,287197;0,153671;1,785394;2,161183;2,923235;0,483089;-0,436975;-0,171954;-0,111493;-0,081019;-0,050518;-0,276328;-0,270365;-0,52779;-44,599914;-15,050735;VP;VP;1;2012;Cer;trophycam;B120100832;B;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,094691597
383;492;507;OCVP40;0,029175;-0,465485;1,728249;1,490973;2,159002;0,819469;-0,436975;-0,171954;-0,102385;-0,068449;-0,041867;-0,276328;-0,270365;-0,52779;-44,557552;-15,064688;VP;VP;1;2012;Cer;trophycam;B100815620;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,444187999
384;493;508;OCVP41;-0,051594;-0,382143;2,88248;2,191896;2,958256;0,788086;-0,436975;-0,171954;0,087027;0,000132;-0,037881;-0,276328;-0,270365;-0,52779;-44,55801;-15,077937;VP;VP;1;2012;Cer;trophycam;B110307278;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,138450995
385;494;509;OCVP42;-0,017621;-0,681108;1,514833;1,408932;2,065452;0,481594;-0,436975;-0,171954;0,032426;0,143728;-0,0216;-0,276328;-0,270365;-2,61099;-44,544052;-15,064327;VP;VP;1;2012;Cer;trophycam;B101028494;A;A;0;N;N;GBF;GBF;GBF;Cer RALO;NCF;0,301649004
386;495;511;OCVP44;0,011768;-0,12471;3,360496;2,38299;3,176158;0,461527;-0,436975;-0,171954;-0,092232;-0,00478;-0,086735;-0,276328;-0,270365;-2,754659;-44,572657;-15,077379;VP;VP;1;2012;Cer;trophycam;B110304357;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,127128005
387;496;512;OCVP45;0,065886;0,10142;2,940122;2,126067;2,883192;0,168721;-0,436975;-0,171954;0,034487;-0,010707;-0,12039;-0,276328;-0,270365;-2,61099;-44,585957;-15,07802;VP;VP;1;2012;Cer;trophycam;B100826425;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;-9999
388;497;513;OCVP46;0,128251;0,334448;1,764541;1,61709;2,302812;-0,106609;-0,436975;-0,171954;-0,307851;-0,257493;-0,197685;-0,276328;-0,270365;-1,820811;-44,600087;-15,078461;VP;VP;1;2012;Cer;trophycam;B100817020;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,119906001
389;498;514;OCVP47;0,562967;0,699696;1,781848;1,887205;2,610821;1,735038;-0,436975;-0,171954;-0,79537;-0,807335;-0,654405;-0,276328;-0,270365;-0,384121;-44,641807;-14,996558;VP;VP;1;2012;Cer;trophycam;B100826313;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,274062008
390;499;515;OCVP48;0,513226;1,460545;1,601596;0,826812;1,401668;1,652828;-0,436975;-0,171954;-0,384909;-0,475906;-0,514989;-0,276328;-0,270365;-1,030631;-44,683921;-14,997126;VP;VP;1;2012;Cer;trophycam;B110816640;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,113985002
391;500;516;OCVP49;0,537569;1,201515;2,623636;1,531102;2,204761;1,81152;-0,436975;-0,171954;-0,479273;-0,625459;-0,599949;-0,276328;-0,270365;-0,455955;-44,669574;-14,997132;VP;VP;1;2012;Cer;trophycam;B110816641;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,064469799
392;501;517;OCVP50;0,56728;0,954201;2,58349;2,152537;2,913376;1,803906;-0,436975;-0,171954;-1,065575;-0,966693;-0,665515;-0,276328;-0,270365;-1,030631;-44,655895;-14,996768;VP;VP;1;2012;Cer;trophycam;B110816619;A;A;0;N;N;GBF;GBF;GBF;Cer RALO;NCF;0,406239003
393;224;234;OCGSV01;-0,092512;0,658598;-0,114176;0,371994;-0,305912;1,766593;-0,436975;-0,171954;0,097613;0,049679;0,108374;-0,276328;-0,270365;1,268072;-45,873808;-15,250716;GSV;GSV;1;2017;Cer;trophycam;B121000481;B;A;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
394;225;235;OCGSV02;-0,171591;0,610874;1,291409;0,162694;0,644383;2,162098;-0,436975;-0,171954;0,39365;0,242451;0,153198;-0,276328;-0,270365;-2,898328;-45,859845;-15,237057;GSV;GSV;1;2017;Cer;trophycam;B140619853;C;C;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
395;226;236;OCGSV03;-0,070622;0,810368;1,141364;0,867961;0,54294;1,927309;-0,436975;-0,171954;-0,099418;0,087824;0,143826;-0,276328;-0,270365;1,268072;-45,873955;-15,236797;GSV;GSV;1;2017;Cer;trophycam;B131200715;B;A;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
396;227;237;OCGSV04;-0,145874;0,778338;0,891163;0,547338;0,373783;1,907722;-0,436975;-0,171954;0,414356;0,388181;0,228619;-0,276328;-0,270365;1,196238;-45,859597;-15,223156;GSV;GSV;1;2017;Cer;agressor;B150801781;D;D;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
397;228;238;OCGSV05;-0,243728;0,601819;0,860248;-0,092944;0,352882;2,165532;-0,436975;-0,171954;0,299417;0,201147;0,092525;-0,276328;-0,270365;1,196238;-45,84561;-15,223233;GSV;GSV;1;2017;Cer;agressor;B151106797;D;D;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
398;229;239;OCGSV06;-0,203377;0,805259;0,79763;0,483284;0,310547;1,928341;-0,436975;-0,171954;0,31688;0,370995;0,231493;-0,276328;-0,270365;1,124403;-45,846308;-15,208969;GSV;GSV;1;2017;Cer;trophycam;B130904567;B;A;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
399;230;240;OCGSV07;-0,110974;0,966867;-0,241875;0,59132;-0,392247;1,659625;-0,436975;-0,171954;0,187318;0,279317;0,201505;-0,276328;-0,270365;1,124403;-45,859732;-15,208789;GSV;GSV;1;2017;Cer;trophycam;B120101919;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
400;231;241;OCGSV08;-0,045275;0,969737;0,728042;0,694901;0,2635;1,663967;-0,436975;-0,171954;0,149582;0,302999;0,169535;-0,276328;-0,270365;1,124403;-45,873864;-15,222945;GSV;GSV;1;2017;Cer;trophycam;B140806198;C;C;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
401;232;242;OCGSV09;-0,472343;0,710556;-0,706436;-0,572137;-0,70633;2,465036;-0,436975;-0,171954;-0,432581;-0,522628;-0,302498;-0,276328;-0,270365;1,052569;-45,789852;-15,180907;GSV;GSV;1;2017;Cer;trophycam;B131200419;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
402;233;243;OCGSV10;-0,3861;0,828639;0,142962;-0,207661;-0,132064;2,574906;-0,436975;-0,171954;0,210437;-0,019712;-0,195189;-0,276328;-0,270365;-1,748976;-45,804152;-15,181093;GSV;GSV;1;2017;Cer;trophycam;B140711140;C;C;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
403;234;244;OCGSV11;-0,212244;1,067396;2,200757;0,701854;1,25918;1,916851;-0,436975;-0,171954;0,286481;0,382559;0,246492;-0,276328;-0,270365;1,124403;-45,83175;-15,181017;GSV;GSV;1;2017;Cer;trophycam;B1209X38X;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
404;235;245;OCGSV12;-0,168582;0,994835;0,775426;0,808489;0,295535;1,753849;-0,436975;-0,171954;0,312605;0,332156;0,280907;-0,276328;-0,270365;0,837065;-45,84555;-15,195072;GSV;GSV;1;2017;Cer;agressor;B151106892;D;D;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
405;236;246;OCGSV13;-0,712798;0,355168;-0,009958;-0,608896;-0,235451;1,717329;-0,436975;-0,171954;-0,333702;-0,256114;-0,368733;-0,276328;-0,270365;1,339907;-45,747652;-15,180959;GSV;GSV;1;2017;Cer;trophycam;B120815259;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
406;237;248;OCGSV15;-0,556623;0,589036;-1,175781;-1,052043;-1,023647;2,230189;-0,436975;-0,171954;0,052496;0,092911;-0,342156;-0,276328;-0,270365;-0,815128;-45,775733;-15,181096;GSV;GSV;1;2017;Cer;trophycam;B1404115863;C;C;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
407;238;249;OCGSV16;-0,297238;0,952304;1,341269;0,363189;0,678093;2,235636;-0,436975;-0,171954;-0,449072;-0,124804;0,083289;-0,276328;-0,270365;1,339907;-45,818195;-15,180731;GSV;GSV;1;2017;Cer;trophycam;B100825112;A;A;1;trail;trail;other;MJ;MJ MSP;CER SS;N;-9999
408;239;250;OCGSV17;-0,777676;0,139762;-0,592337;-0,954193;-0,629189;1,964337;-0,436975;-0,171954;-0,804536;-0,713396;-0,319336;-0,276328;-0,270365;1,124403;-45,747889;-15,194543;GSV;GSV;1;2017;Cer;trophycam;B1201100128;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
409;240;251;OCGSV18;-0,699506;0,250015;-1,108558;-1,260264;-0,978198;2,216348;-0,436975;-0,171954;-0,275374;0,176392;-0,148495;-0,276328;-0,270365;1,124403;-45,761761;-15,19493;GSV;GSV;1;2017;Cer;trophycam;B120101027;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
410;241;252;OCGSV19;-0,754697;0,033204;-0,636944;-0,980641;-0,659347;2,195647;-0,436975;-0,171954;-0,199246;-0,234218;-0,008505;-0,276328;-0,270365;0,693396;-45,762107;-15,20866;GSV;GSV;1;2017;Cer;trophycam;B121218018;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
411;242;253;OCGSV20;-0,842382;-0,091797;-0,903293;-1,138561;-0,839421;1,862604;-0,436975;-0,171954;-0,446218;-0,496995;-0,147155;-0,276328;-0,270365;1,124403;-45,747864;-15,208946;GSV;GSV;1;2017;Cer;agressor;B150801806;D;D;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;-9999
412;243;254;OCGSV21;-0,322355;-0,043594;-0,929332;-1,153999;-0,857026;1,692332;-0,436975;-0,171954;-0,018113;-0,000157;0,104824;-0,276328;-0,270365;-1,461638;-45,845833;-15,27885;GSV;GSV;1;2017;Cer;trophycam;B130905345;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;VER;N;-9999
413;244;255;OCGSV22;-0,219094;0,174636;-1,153883;-1,252524;-1,008841;1,594207;-0,436975;-0,171954;0,25649;0,109359;0,121551;-0,276328;-0,270365;1,124403;-45,859942;-15,278676;GSV;GSV;1;2017;Cer;agressor;B150801797;D;D;0;N;N;other;MJ;MJ MSP;VER;N;-9999
414;245;256;OCGSV23;-0,497357;-0,10875;-0,139996;-0,685997;-0,323368;2,519521;-0,436975;-0,171954;0,114757;0,276342;0,383345;-0,276328;-0,270365;-1,677142;-45,817449;-15,250769;GSV;GSV;1;2017;Cer;trophycam;B121000673;B;A;1;trail;trail;other;MJ;MJ MSP;CER denso;N;-9999
415;246;257;OCGSV24;-0,27178;0,424041;0,235446;-0,463394;-0,069537;2,400365;-0,436975;-0,171954;-0,173607;-0,186577;0,109164;-0,276328;-0,270365;0,765231;-45,845713;-15,236983;GSV;GSV;1;2017;Cer;trophycam;B120102688;B;A;0;N;N;other;MJ;MJ MSP;CER denso;N;-9999
416;247;258;OCGSV25;0,025816;1,003259;0,042504;0,868694;-0,199982;1,636384;-0,436975;-0,171954;-0,147978;-0,066214;-0,004582;-0,276328;-0,270365;0,765231;-45,88752;-15,237094;GSV;GSV;1;2017;Cer;trophycam;B120100832;B;A;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
417;248;259;OCGSV26;0,009697;0,870467;0,374067;0,836618;0,024182;1,444472;-0,436975;-0,171954;0,073153;0,110669;0,04043;-0,276328;-0,270365;0,765231;-45,888001;-15,250946;GSV;GSV;1;2017;Cer;agressor;B150801804;D;D;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
418;249;260;OCGSV27;-0,245193;1,171218;1,329298;0,467632;0,669999;2,153427;-0,436975;-0,171954;0,10114;0,308639;0,032606;-0,276328;-0,270365;0,693396;-45,817726;-15,166765;GSV;GSV;1;2017;Cer;trophycam;B131200703;B;A;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
419;250;261;OCGSV28;-0,330029;1,047406;0,14703;0,386718;-0,129314;2,494319;-0,436975;-0,171954;-0,080964;-0,194032;-0,209965;-0,276328;-0,270365;0,980734;-45,803979;-15,167284;GSV;GSV;1;2017;Cer;trophycam;B100817020;A;A;0;N;N;other;MJ;MJ MSP;CER SS;N;-9999
420;251;262;OCGSV29;-0,411385;0,934621;-0,604279;-0,060149;-0,637262;2,218323;-0,436975;-0,171954;-0,511165;-0,384659;-0,420114;-0,276328;-0,270365;-1,317969;-45,789709;-15,166801;GSV;GSV;1;2017;Cer;trophycam;B121000478;B;A;0;N;N;other;MJ;MJ MSP;CER ralo;N;-9999
421;252;263;OCGSV30;-0,48934;0,818971;-0,211747;-0,728538;-0,371877;1,968104;-0,436975;-0,171954;-0,179018;-0,35412;-0,530211;-0,276328;-0,270365;0,621562;-45,775964;-15,166844;GSV;GSV;1;2017;Cer;trophycam;B100815356;A;A;0;N;N;other;MJ;MJ MSP;CER ralo;N;-9999
422;253;264;OCGSV31;-0,338149;0,444051;0,07922;-0,556022;-0,175159;2,429286;-0,436975;-0,171954;-0,08448;-0,134998;0,061628;-0,276328;-0,270365;1,268072;-45,831936;-15,223032;GSV;GSV;1;2017;Cer;trophycam;B120520985;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;-9999
423;254;265;OCGSV32;-0,37078;0,250228;-0,867325;-1,117235;-0,815104;2,654692;-0,436975;-0,171954;0,367762;0,118629;0,158451;-0,276328;-0,270365;1,268072;-45,831667;-15,236842;GSV;GSV;1;2017;Cer;trophycam;B13200699;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS/denso;N;-9999
424;255;266;OCGSV33;-0,301825;0,645347;1,015905;-0,000654;0,458119;2,230265;-0,436975;-0,171954;0,305237;0,043101;0,145679;-0,276328;-0,270365;-0,240452;-45,831811;-15,208971;GSV;GSV;1;2017;Cer;trophycam;B140621053;C;C;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
425;256;267;OCGSV34;-0,436247;0,288245;-0,79149;-1,072272;-0,763833;2,721993;-0,436975;-0,171954;0,10707;0,139392;0,103934;-0,276328;-0,270365;-0,886962;-45,817767;-15,223233;GSV;GSV;1;2017;Cer;trophycam;B121000453;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;-9999
426;257;268;OCGSV35;-0,259265;0,853156;1,819634;0,475883;1,001509;2,056647;-0,436975;-0,171954;0,385882;0,417546;0,222525;-0,276328;-0,270365;-0,240452;-45,831863;-15,195067;GSV;GSV;1;2017;Cer;agressor;B150801818;D;D;0;N;N;GBF;GBF;GBF FFP;CER SS/denso;N;-9999
427;258;269;OCGSV36;-0,528466;0,490727;-1,07636;-1,241174;-0,956429;2,71514;-0,436975;-0,171954;-1,133832;-0,196058;-0,192532;-0,276328;-0,270365;1,124403;-45,789687;-15,194552;GSV;GSV;1;2017;Cer;trophycam;B131200437;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;VER;N;-9999
428;259;270;OCGSV37;-0,618363;0,358996;-1,037465;-1,218113;-0,930133;2,48538;-0,436975;-0,171954;0,73079;-0,017571;-0,084613;-0,276328;-0,270365;1,124403;-45,775621;-15,195363;GSV;GSV;1;2017;Cer;trophycam;B130904560;B;A;1;trail;trilha/dreNagem;GBF;GBF;GBF FFP;Mata/Cerradao?;N;-9999
429;260;271;OCGSV38;-0,442833;0,595475;-0,139889;-0,685933;-0,323296;2,704134;-0,436975;-0,171954;-0,603139;-0,24561;-0,083266;-0,276328;-0,270365;1,124403;-45,803752;-15,195392;GSV;GSV;1;2017;Cer;agressor;B150801784;D;D;1;carreiro;carreiro;GBF;GBF;GBF FFP;VER;N;-9999
430;261;272;OCGSV39;-0,528942;0,161572;-1,166495;-1,294615;-1,017368;2,71825;-0,436975;-0,171954;-0,213317;-0,009823;0,083768;-0,276328;-0,270365;1,268072;-45,804021;-15,222822;GSV;GSV;1;2017;Cer;trophycam;B1210X19X6;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;-9999
431;262;273;OCGSV40;-0,579799;0,262608;-0,762793;-1,055258;-0,744432;2,757009;-0,436975;-0,171954;0,10473;-0,127658;0,00014;-0,276328;-0,270365;0,837065;-45,78988;-15,208954;GSV;GSV;1;2017;Cer;trophycam;B100826313;A;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
432;263;274;OCGSV41;-0,488235;0,380133;-0,972251;-1,179446;-0,886043;2,841859;-0,436975;-0,171954;0,206878;0,054039;-0,004771;-0,276328;-0,270365;1,268072;-45,803892;-15,208959;GSV;GSV;1;2017;Cer;trophycam;B101028533;A;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;-9999
433;264;275;OCGSV42;-0,396006;0,504361;0,174289;-0,499654;-0,110885;2,533241;-0,436975;-0,171954;0,025654;0,194815;0,045526;-0,276328;-0,270365;1,268072;-45,817798;-15,208977;GSV;GSV;1;2017;Cer;agressor;B150801895;D;D;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
434;265;276;OCGSV43;-0,310506;0,101691;-0,813167;-1,085125;-0,778489;2,027752;-0,436975;-0,171954;0,278298;0,272731;0,137511;-0,276328;-0,270365;1,124403;-45,845939;-15,264691;GSV;GSV;1;2017;Cer;trophycam;B121000651;B;A;0;N;N;GBF;GBF;GBF FFP;CER ralo?;N;-9999
435;266;277;OCGSV44;-0,294706;0,254513;-0,326274;-0,796442;-0,449307;2,360292;-0,436975;-0,171954;0,140895;0,1736;0,130628;-0,276328;-0,270365;1,124403;-45,845766;-15,250905;GSV;GSV;1;2017;Cer;trophycam;B131200441;B;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
436;267;278;OCGSV45;-0,196598;0,451027;0,404466;-0,084176;0,044735;2,105521;-0,436975;-0,171954;-0,730294;0,109542;0,087894;-0,276328;-0,270365;1,124403;-45,859289;-15,250307;GSV;GSV;1;2017;Cer;trophycam;B131200426;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;-9999
437;268;279;OCGSV46;-0,223646;0,038913;-0,852589;-1,044645;-0,805141;1,244672;-0,436975;-0,171954;-0,104054;0,064357;0,124913;-0,276328;-0,270365;1,052569;-45,859901;-15,29302;GSV;GSV;1;2017;Cer;trophycam;B101028490;A;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
438;269;280;OCGSV47;-0,326277;-0,17711;0,080426;-0,430744;-0,174344;1,360896;-0,436975;-0,171954;0,051706;0,09086;0,109311;-0,276328;-0,270365;0,9089;-45,845902;-15,293017;GSV;GSV;1;2017;Cer;agressor;B150801764;D;D;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
439;270;281;OCGSV48;-0,924264;-0,209704;-0,135761;-0,683486;-0,320505;1,545064;-0,436975;-0,171954;-0,857259;-0,674743;-0,485086;-0,276328;-0,270365;0,9089;-45,733905;-15,209021;GSV;GSV;1;2017;Cer;agressor;B151106854;D;D;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
440;271;283;OCGSV50;-0,857074;0,015009;0,632121;-0,228202;0,198649;1,721814;-0,436975;-0,171954;-0,048004;-0,298551;-0,703927;-0,276328;-0,270365;0,477893;-45,73376;-15,19491;GSV;GSV;1;2017;Cer;trophycam;B121001275;B;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
441;272;284;OCGSV51;-0,106847;0,523759;-1,231225;-0,212499;-1,061131;1,635159;-0,436975;-0,171954;-0,407684;0,256112;0,150923;-0,276328;-0,270365;0,693396;-45,873949;-15,264635;GSV;GSV;1;2017;Cer;trophycam;B121000676;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;VER;N;-9999
442;273;285;OCGSV52;-0,210909;0,300679;-0,527337;-0,674398;-0,585244;1,925961;-0,436975;-0,171954;0,600118;0,239679;0,120019;-0,276328;-0,270365;0,9089;-45,859716;-15,265216;GSV;GSV;1;2017;Cer;trophycam;B110307295;A;A;0;N;N;GBF;GBF;GBF FFP;CER denso;N;-9999
443;274;286;OCGSV53;-0,117944;0,386962;-0,342968;-0,66417;-0,460594;1,534426;-0,436975;-0,171954;0,077838;0,081108;0,145173;-0,276328;-0,270365;0,9089;-45,87378;-15,278805;GSV;GSV;1;2017;Cer;trophycam;B140926006;C;C;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
444;275;287;OCGSV54;-0,349275;0,72499;0,822786;-0,115155;0,327555;2,369236;-0,436975;-0,171954;0,219947;0,01914;0,077916;-0,276328;-0,270365;0,549727;-45,818037;-15,194942;GSV;GSV;1;2017;Cer;trophycam;B110307278;A;A;0;N;N;other;FFP;MSP FFP;CER SS;N;-9999
445;276;288;OCGSV55;-0,565789;0,699223;-1,23754;-1,336738;-1,065401;1,739767;-0,436975;-0,171954;-1,000275;-0,597017;-0,482425;-0,276328;-0,270365;-1,605307;-45,762101;-15,167056;GSV;GSV;1;2017;Cer;agressor;B150801803;D;D;1;carreiro;carreiro;other;MJ;MJ MSP;MC/VER;N;-9999
446;277;289;OCGSV56;-0,513989;-0,288197;0,425274;-0,350844;0,058802;2,197209;-0,436975;-0,171954;0,161048;0,171047;0,294428;-0,276328;-0,270365;0,11872;-45,817908;-15,264889;GSV;GSV;1;2017;Cer;trophycam;B140621051;C;C;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
447;278;290;OCGSV57;-0,532532;-0,474381;1,149777;0,07872;0,548628;1,838903;-0,436975;-0,171954;0,333944;0,384819;0,293128;-0,276328;-0,270365;0,693396;-45,817128;-15,279496;GSV;GSV;1;2017;Cer;trophycam;B100815620;A;A;1;trail;estrada;GBF;GBF;GBF FFP;CER SS;N;-9999
448;279;291;OCGSV58;-0,613837;-0,457275;0,349944;-0,395507;0,007873;2,045844;-0,436975;-0,171954;0,196876;0,355432;0,365638;-0,276328;-0,270365;0,693396;-45,804068;-15,264676;GSV;GSV;1;2017;Cer;trophycam;B110304357;A;A;0;N;N;other;MJ;MJ MSP;CER denso;N;-9999
449;280;292;OCGSV59;-0,567046;-0,055884;-1,01578;-1,205255;-0,915472;2,467401;-0,436975;-0,171954;-0,06081;0,043764;0,240968;-0,276328;-0,270365;0,621562;-45,803602;-15,236657;GSV;GSV;1;2017;Cer;trophycam;B101028491;A;A;0;N;N;other;MJ;MJ MSP;CER ralo;N;-9999
450;281;293;OCGSV60;-0,594984;-0,269445;-0,485733;-0,890986;-0,557115;2,236745;-0,436975;-0,171954;0,258582;0,422825;0,358614;-0,276328;-0,270365;0,621562;-45,803855;-15,251199;GSV;GSV;1;2017;Cer;trophycam;B131000470;B;A;0;N;N;other;MJ;MJ MSP;CER denso;N;-9999
451;282;294;OCGSV61;-0,429446;-0,395891;0,782157;-0,139245;0,300085;1,516099;-0,436975;-0,171954;-0,205953;0,093626;0,23082;-0,276328;-0,270365;0,621562;-45,831832;-15,293257;GSV;GSV;1;2017;Cer;agressor;B150801752;D;D;1;carreiro;carreiro;GBF;GBF;GBF FFP;VER/CER SS;N;-9999
452;283;295;OCGSV62;-0,423996;-0,254788;-0,116871;-0,672286;-0,307734;1,829508;-0,436975;-0,171954;0,036575;0,138923;0,146915;-0,276328;-0,270365;-1,677142;-45,831939;-15,278986;GSV;GSV;1;2017;Cer;trophycam;B140926276;C;C;0;N;N;GBF;GBF;GBF FFP;CER denso;N;-9999
453;284;296;OCGSV63;-0,413278;-0,103022;-0,655702;-0,991763;-0,672029;2,147215;-0,436975;-0,171954;0,176502;0,122805;0,201272;-0,276328;-0,270365;-1,820811;-45,831828;-15,265041;GSV;GSV;1;2017;Cer;trophycam;B110307281;A;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;-9999
454;285;297;OCGSV64;-0,396559;0,059737;-1,023181;-1,209643;-0,920476;2,462849;-0,436975;-0,171954;-0,209331;0,360759;0,223877;-0,276328;-0,270365;0,11872;-45,831692;-15,251463;GSV;GSV;1;2017;Cer;trophycam;B121017980;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;VER;N;-9999
